Title_0.0,Title_1.0,Title_2.0,Title_3.0,Title_4.0,Pclass_1,Pclass_2,Pclass_3,Family_survival_0.0,Family_survival_0.5,Family_survival_1.0,Sex,Embarked,SibSp,Parch,Ticket,Family_size,Age
False,True,False,False,False,False,False,True,True,False,False,1,1,1,0,2651,2,14.0
False,False,True,False,False,False,False,True,False,True,False,1,0,1,0,7546,2,40.0
False,False,True,False,False,False,True,False,False,False,True,1,0,1,0,11668,2,27.0
True,False,False,False,False,False,False,True,False,True,False,0,1,0,0,349253,1,27.681795924798465
False,True,False,False,False,False,True,False,False,False,True,1,1,1,2,2123,4,3.0
False,True,False,False,False,False,False,True,False,True,False,1,2,0,0,330958,1,19.0
True,False,False,False,False,False,False,True,False,True,False,0,0,0,0,4,1,27.639815229451315
True,False,False,False,False,False,False,True,False,True,False,0,2,1,0,370371,2,24.850248121064325
False,True,False,False,False,False,False,True,False,True,False,1,2,0,0,14311,1,25.150397110703928
True,False,False,False,False,False,False,True,False,True,False,0,1,2,0,2662,3,21.95602932071038
False,False,True,False,False,False,False,True,False,False,True,1,0,1,0,349237,2,18.0
False,False,False,True,False,False,False,True,False,False,True,0,0,4,1,3101295,6,7.0
True,False,False,False,False,False,False,True,False,True,False,0,0,0,0,4,1,21.0
False,False,True,False,False,True,False,False,True,False,False,1,1,1,0,17572,2,49.0
False,False,True,False,False,False,True,False,False,True,False,1,0,1,0,2926,2,29.0
True,False,False,False,False,True,False,False,False,True,False,0,1,0,1,113509,2,65.0
True,False,False,False,False,True,False,False,False,True,False,0,0,0,0,19947,1,41.98540492773273
False,True,False,False,False,False,True,False,False,True,False,1,0,0,0,31026,1,21.0
True,False,False,False,False,False,False,True,False,True,False,0,1,0,0,2697,1,28.5
False,True,False,False,False,False,True,False,False,False,True,1,0,1,2,34651,4,5.0
False,False,False,True,False,False,False,True,False,False,True,0,0,5,2,2144,8,11.0
True,False,False,False,False,False,False,True,False,True,False,0,1,0,0,2669,1,22.0
False,True,False,False,False,True,False,False,True,False,False,1,0,0,0,113572,1,38.0
True,False,False,False,False,True,False,False,True,False,False,0,0,1,0,36973,2,45.0
False,False,False,True,False,False,False,True,False,False,True,0,0,3,2,347088,6,4.0
True,False,False,False,False,True,False,False,False,True,False,0,1,0,0,17605,1,39.640997357019344
False,False,False,True,False,False,False,True,True,False,False,0,1,1,1,2661,3,21.443257320189495
False,False,True,False,False,False,True,False,False,True,False,1,0,0,0,29395,1,29.0
True,False,False,False,False,False,False,True,False,True,False,0,0,0,0,3464,1,19.0
False,True,False,False,False,False,False,True,False,True,False,1,0,4,2,3101281,7,17.0
True,False,False,False,False,False,False,True,False,True,False,0,0,2,0,315151,3,26.0
True,False,False,False,False,False,True,False,False,True,False,0,0,0,0,33111,1,32.0
False,True,False,False,False,False,False,True,False,False,True,1,0,5,2,2144,8,16.0
True,False,False,False,False,False,True,False,False,False,True,0,0,0,0,14879,1,21.0
True,False,False,False,False,False,False,True,False,True,False,0,1,1,0,2680,2,26.0
True,False,False,False,False,False,False,True,False,False,True,0,0,0,0,1601,1,32.0
True,False,False,False,False,False,False,True,False,True,False,0,0,0,0,348123,1,25.0
True,False,False,False,False,False,False,True,False,True,False,0,0,0,0,349208,1,27.661879946649403
True,False,False,False,False,False,False,True,False,True,False,0,0,0,0,374746,1,27.663314951148735
False,False,False,True,False,False,True,False,True,False,False,0,0,0,2,248738,3,0.83
False,True,False,False,False,False,False,True,True,False,False,1,0,0,0,364516,1,30.0
True,False,False,False,False,False,False,True,False,True,False,0,0,0,0,345767,1,22.0
True,False,False,False,False,False,False,True,False,True,False,0,0,0,0,345779,1,29.0
False,True,False,False,False,False,False,True,False,True,False,1,2,0,0,330932,1,25.17021163719709
True,False,False,False,False,True,False,False,False,True,False,0,0,0,0,113059,1,28.0
False,True,False,False,False,False,True,False,False,True,False,1,0,0,0,14885,1,17.0
False,False,True,False,False,False,False,True,False,False,True,1,0,3,0,3101278,4,33.0
True,False,False,False,False,False,False,True,False,False,True,0,0,1,3,6608,5,16.0
True,False,False,False,False,False,False,True,False,True,False,0,0,0,0,392086,1,27.66440232639419
False,True,False,False,False,True,False,False,False,False,True,1,0,3,2,19950,6,23.0
True,False,False,False,False,False,False,True,False,True,False,0,0,0,0,343275,1,24.0
True,False,False,False,False,False,False,True,False,True,False,0,0,0,0,343276,1,29.0
True,False,False,False,False,False,False,True,False,True,False,0,0,0,0,347466,1,20.0
True,False,False,False,False,True,False,False,False,True,False,0,0,1,0,5734,2,46.0
True,False,False,False,False,False,False,True,True,False,False,0,0,1,2,2315,4,26.0
True,False,False,False,False,False,False,True,False,True,False,0,0,0,0,364500,1,59.0
True,False,False,False,False,False,False,True,False,True,False,0,0,0,0,374910,1,27.663325235435945
True,False,False,False,False,True,False,False,False,True,False,0,1,0,0,17754,1,71.0
True,False,False,False,False,True,False,False,False,True,False,0,1,0,1,17759,2,23.0
False,False,True,False,False,False,True,False,True,False,False,1,0,0,1,231919,2,34.0
True,False,False,False,False,False,True,False,True,False,False,0,0,1,0,244367,2,34.0
False,True,False,False,False,False,False,True,False,True,False,1,0,0,0,349245,1,28.0
True,False,False,False,False,False,False,True,False,False,True,0,0,0,0,349215,1,27.618036958858866
True,False,False,False,False,True,False,False,False,False,True,0,0,0,1,35281,2,21.0
True,False,False,False,False,False,False,True,False,True,False,0,0,0,0,7540,1,33.0
True,False,False,False,False,False,False,True,False,False,True,0,0,2,0,3101276,3,37.0
True,False,False,False,False,False,False,True,False,True,False,0,0,0,0,349207,1,28.0
False,True,False,False,False,False,False,True,False,True,False,1,0,0,0,343120,1,21.0
True,False,False,False,False,False,False,True,False,True,False,0,0,0,0,312991,1,27.65973921653819
True,False,False,False,False,False,False,True,False,True,False,0,0,0,0,349249,1,38.0
False,True,False,False,False,False,False,True,False,False,True,1,2,1,0,371110,2,22.266647855670676
True,False,False,False,False,True,False,False,False,False,True,0,0,0,0,110465,1,47.0
False,True,False,False,False,False,False,True,False,False,True,1,1,1,0,2665,2,14.5
True,False,False,False,False,False,False,True,False,True,False,0,0,0,0,324669,1,22.0
False,True,False,False,False,False,False,True,False,False,True,1,0,1,0,4136,2,20.0
False,True,False,False,False,False,False,True,False,False,True,1,1,0,0,2627,1,17.0
True,False,False,False,False,False,False,True,False,True,False,0,0,0,0,2,1,21.0
True,False,False,False,False,False,False,True,False,True,False,0,2,0,0,370369,1,70.5
True,False,False,False,False,False,True,False,False,False,True,0,0,1,0,11668,2,29.0
True,False,False,False,False,True,False,False,True,False,False,0,1,0,1,17558,2,24.0
False,True,False,False,False,False,False,True,False,False,True,1,0,4,2,347082,7,2.0
True,False,False,False,False,False,True,False,False,False,True,0,0,2,0,14879,3,21.0
True,False,False,False,False,False,False,True,False,True,False,0,0,0,0,4,1,27.639815229451315
True,False,False,False,False,False,True,False,True,False,False,0,1,1,0,237736,2,32.5
False,True,False,False,False,False,True,False,False,True,False,1,0,0,0,27267,1,32.5
True,False,False,False,False,True,False,False,False,False,True,0,0,0,1,35281,2,54.0
False,False,False,True,False,False,False,True,True,False,False,0,1,1,0,2651,2,12.0
True,False,False,False,False,False,False,True,False,True,False,0,2,0,0,370372,1,27.70319082569989
True,False,False,False,False,False,False,True,False,True,False,0,0,0,0,17369,1,24.0
False,True,False,False,False,False,False,True,True,False,False,1,1,1,1,2668,3,22.67626888023763
True,False,False,False,False,False,False,True,False,True,False,0,0,0,0,347061,1,45.0
True,False,False,False,False,False,False,True,False,True,False,0,1,0,0,349241,1,33.0
True,False,False,False,False,False,False,True,False,True,False,0,0,0,0,3101307,1,20.0
False,False,True,False,False,False,False,True,False,True,False,1,0,1,0,5,2,47.0
False,False,True,False,False,False,True,False,False,True,False,1,0,1,0,228414,2,29.0
True,False,False,False,False,False,True,False,False,True,False,0,0,0,0,29178,1,25.0
True,False,False,False,False,False,True,False,False,True,False,0,1,0,0,2133,1,23.0
False,True,False,False,False,True,False,False,False,True,False,1,0,0,2,11752,3,19.0
True,False,False,False,False,True,False,False,True,False,False,0,0,1,0,113803,2,37.0
True,False,False,False,False,False,False,True,False,False,True,0,0,0,0,7534,1,16.0
True,False,False,False,False,True,False,False,False,False,True,0,1,0,0,17593,1,24.0
False,False,True,False,False,False,False,True,False,False,True,1,1,0,2,2678,3,22.569660465836527
False,True,False,False,False,False,False,True,False,True,False,1,0,0,0,347081,1,22.0
False,False,True,False,False,False,False,True,False,False,True,1,0,1,0,2,2,24.0
True,False,False,False,False,False,False,True,False,True,False,0,2,0,0,365222,1,19.0
True,False,False,False,False,False,True,False,False,True,False,0,0,0,0,231945,1,18.0
True,False,False,False,False,False,True,False,True,False,False,0,0,1,1,33112,3,19.0
True,False,False,False,False,False,False,True,False,True,False,0,0,0,0,350043,1,27.0
False,True,False,False,False,False,False,True,False,False,True,1,0,2,2,6608,5,9.0
True,False,False,False,False,False,True,False,True,False,False,0,0,0,2,230080,3,36.5
False,False,False,False,True,False,True,False,False,True,False,0,0,0,0,244310,1,42.0
False,False,False,False,True,False,True,False,False,True,False,0,0,0,0,1166,1,51.0
False,False,True,False,False,True,False,False,False,False,True,1,0,1,0,113776,2,22.0
True,False,False,False,False,False,False,True,False,True,False,0,0,0,0,5,1,55.5
True,False,False,False,False,False,False,True,False,True,False,0,0,0,2,5,3,40.5
True,False,False,False,False,False,False,True,False,True,False,0,0,0,0,265302,1,27.65724795489215
True,False,False,False,False,True,False,False,False,True,False,0,1,0,1,17597,2,51.0
False,True,False,False,False,False,False,True,False,True,False,1,2,0,0,35851,1,16.0
True,False,False,False,False,False,False,True,False,True,False,0,0,0,0,392090,1,30.0
True,False,False,False,False,False,False,True,False,True,False,0,0,0,0,315037,1,27.65890945850335
False,False,False,True,False,False,False,True,False,False,True,0,0,8,2,2343,11,0.5417124245981668
True,False,False,False,False,False,False,True,False,True,False,0,0,0,1,371362,2,44.0
False,False,True,False,False,False,True,False,False,True,False,1,0,0,0,33595,1,40.0
True,False,False,False,False,False,False,True,False,True,False,0,0,0,0,347068,1,26.0
True,False,False,False,False,False,False,True,False,False,True,0,0,0,0,315093,1,17.0
False,False,False,True,False,False,False,True,False,False,True,0,0,4,1,3101295,6,1.0
False,False,False,True,False,False,False,True,False,False,True,0,0,0,2,363291,3,9.0
False,False,True,False,False,True,False,False,True,False,False,1,0,0,1,113505,2,37.00785142439288
False,False,True,False,False,False,False,True,False,False,True,1,0,1,4,347088,6,45.0
True,False,False,False,False,True,False,False,False,True,False,0,0,0,0,17318,1,39.62300477855953
True,False,False,False,False,False,False,True,False,False,True,0,0,0,0,1601,1,28.0
True,False,False,False,False,True,False,False,False,True,False,0,0,0,0,111240,1,61.0
False,False,False,True,False,False,False,True,False,False,True,0,2,4,1,382652,6,4.0
False,True,False,False,False,False,False,True,True,False,False,1,0,1,1,347742,3,1.0
True,False,False,False,False,False,False,True,False,True,False,0,0,0,0,2,1,21.0
True,False,False,False,False,True,False,False,False,True,False,0,1,0,0,17764,1,56.0
True,False,False,False,False,False,False,True,False,True,False,0,0,1,1,350404,3,18.0
False,False,False,True,False,False,False,True,False,False,True,0,0,3,1,4133,5,15.635563149783664
False,True,False,False,False,True,False,False,False,True,False,1,1,0,0,17595,1,50.0
True,False,False,False,False,False,True,False,False,True,False,0,0,0,0,250653,1,30.0
True,False,False,False,False,False,False,True,False,False,True,0,0,0,0,5,1,36.0
False,True,False,False,False,False,False,True,False,False,True,1,0,8,2,2343,11,0.596115751556745
True,False,False,False,False,False,True,False,False,True,False,0,1,0,0,2131,1,33.65300521118844
False,False,False,True,False,False,False,True,True,False,False,0,0,4,2,347077,7,9.0
False,False,False,True,False,False,True,False,True,False,False,0,0,2,1,230136,4,1.0
False,True,False,False,False,False,False,True,False,True,False,1,0,0,2,315153,3,4.0
True,False,False,False,False,True,False,False,False,True,False,0,0,0,0,113767,1,42.7664926512063
False,False,True,False,False,False,False,True,False,False,True,1,2,1,0,370365,2,21.414315927196796
True,False,False,False,False,True,False,False,False,True,False,0,0,0,0,111428,1,45.0
True,False,False,False,False,False,False,True,False,False,True,0,2,1,1,364849,3,40.0
True,False,False,False,False,False,False,True,False,True,False,0,0,0,0,349247,1,36.0
False,False,True,False,False,False,True,False,False,True,False,1,0,0,0,234604,1,32.0
True,False,False,False,False,False,True,False,False,True,False,0,0,0,0,28424,1,19.0
False,True,False,False,False,False,False,True,False,True,False,1,0,1,0,350046,2,19.0
False,False,False,True,False,False,True,False,False,False,True,0,0,1,1,230080,3,3.0
False,False,True,False,False,True,False,False,False,True,False,1,1,0,0,17610,1,44.0
False,True,False,False,False,True,False,False,True,False,False,1,1,0,0,17569,1,58.0
True,False,False,False,False,False,False,True,False,True,False,0,2,0,0,368703,1,27.70308616426479
True,False,False,False,False,False,False,True,False,True,False,0,0,0,1,4579,2,42.0
False,True,False,False,False,False,False,True,False,True,False,1,2,0,0,370370,1,25.17272523887707
False,True,False,False,False,False,True,False,False,True,False,1,0,0,0,248747,1,24.0
True,False,False,False,False,False,False,True,False,True,False,0,0,0,0,345770,1,28.0
True,False,False,False,False,False,False,True,False,False,True,0,0,8,2,2343,11,3.126581212961426
True,False,False,False,False,False,False,True,False,True,False,0,0,0,0,3101264,1,34.0
True,False,False,False,False,False,False,True,False,True,False,0,1,0,0,2628,1,45.5
True,False,False,False,False,False,False,True,False,True,False,0,0,0,0,5,1,18.0
False,True,False,False,False,False,False,True,False,False,True,1,0,0,1,347054,2,2.0
True,False,False,False,False,False,False,True,True,False,False,0,0,1,0,3101278,2,32.0
True,False,False,False,False,False,False,True,False,False,True,0,1,0,0,2699,1,26.0
False,True,False,False,False,False,False,True,False,True,False,1,2,0,0,367231,1,16.0
True,False,False,False,False,True,False,False,False,True,False,0,1,0,0,112277,1,40.0
True,False,False,False,False,False,False,True,False,False,True,0,0,0,0,3101311,1,24.0
False,True,False,False,False,False,True,False,False,True,False,1,0,0,0,13528,1,35.0
True,False,False,False,False,False,False,True,False,True,False,0,0,0,0,5,1,22.0
True,False,False,False,False,False,True,False,False,True,False,0,0,0,0,250646,1,30.0
True,False,False,False,False,False,False,True,False,True,False,0,2,1,0,367229,2,24.858417253805356
False,True,False,False,False,True,False,False,False,False,True,1,1,1,0,35273,2,31.0
False,True,False,False,False,False,False,True,False,True,False,1,0,0,0,2,1,27.0
True,False,False,False,False,False,True,False,True,False,False,0,0,1,0,243847,2,42.0
False,True,False,False,False,True,False,False,False,True,False,1,1,0,0,11813,1,32.0
True,False,False,False,False,False,True,False,True,False,False,0,0,0,0,14208,1,30.0
True,False,False,False,False,False,False,True,False,True,False,0,0,0,0,392089,1,16.0
True,False,False,False,False,False,True,False,False,True,False,0,0,0,0,220367,1,27.0
True,False,False,False,False,False,False,True,False,True,False,0,0,0,0,21440,1,51.0
True,False,False,False,False,False,False,True,False,True,False,0,0,0,0,349234,1,27.66188157708518
True,False,False,False,False,True,False,False,True,False,False,0,0,1,0,19943,2,38.0
True,False,False,False,False,False,False,True,False,True,False,0,0,0,0,4348,1,22.0
True,False,False,False,False,False,True,False,False,True,False,0,0,0,0,751,1,19.0
True,False,False,False,False,False,False,True,False,True,False,0,0,0,0,5,1,20.5
True,False,False,False,False,False,True,False,False,True,False,0,0,0,0,236171,1,18.0
False,True,False,False,False,False,False,True,False,False,True,1,0,3,1,4133,5,15.689966476742235
False,False,True,False,False,True,False,False,False,False,True,1,0,1,0,36973,2,35.0
True,False,False,False,False,False,False,True,False,True,False,0,0,0,0,347067,1,29.0
True,False,False,False,False,False,True,False,False,True,False,0,0,0,0,237442,1,59.0
False,True,False,False,False,False,False,True,False,False,True,1,0,4,2,347077,7,5.0
True,False,False,False,False,False,True,False,False,True,False,0,0,0,0,29566,1,24.0
False,True,False,False,False,False,False,True,False,True,False,1,0,0,0,6609,1,25.11030371400021
True,False,False,False,False,False,True,False,False,True,False,0,0,1,0,26707,2,44.0
False,True,False,False,False,False,True,False,False,False,True,1,0,0,2,31921,3,8.0
True,False,False,False,False,False,True,False,False,True,False,0,0,0,0,28665,1,19.0
True,False,False,False,False,False,True,False,False,True,False,0,0,0,0,1585,1,33.0
False,True,False,False,False,False,False,True,False,False,True,1,1,1,0,2665,2,22.2340965224205
False,True,False,False,False,False,False,True,True,False,False,1,2,1,0,367230,2,22.36342911722992
True,False,False,False,False,False,True,False,False,True,False,0,0,0,0,14263,1,29.0
True,False,False,False,False,False,False,True,False,True,False,0,0,0,0,2,1,22.0
True,False,False,False,False,False,False,True,False,True,False,0,1,0,0,2694,1,30.0
False,False,False,False,True,True,False,False,True,False,False,0,2,2,0,19928,3,44.0
False,True,False,False,False,False,False,True,False,True,False,1,0,0,0,347071,1,25.0
False,False,True,False,False,False,True,False,True,False,False,1,0,0,2,250649,3,24.0
True,False,False,False,False,True,False,False,True,False,False,0,0,1,1,11751,3,37.0
False,False,False,False,True,False,True,False,False,False,True,0,0,1,0,244252,2,54.0
True,False,False,False,False,False,False,True,False,True,False,0,0,0,0,362316,1,27.663399081520186
False,False,True,False,False,False,False,True,False,False,True,1,0,1,1,347054,3,29.0
True,False,False,False,False,True,False,False,False,True,False,0,0,0,0,113514,1,62.0
True,False,False,False,False,False,False,True,False,False,True,0,0,1,0,5,2,30.0
False,False,True,False,False,False,False,True,False,False,True,1,0,0,2,370129,3,41.0
False,False,True,False,False,False,False,True,False,True,False,1,1,0,2,2650,3,29.0
False,False,True,False,False,True,False,False,False,True,False,1,1,0,0,17585,1,36.19333565231203
False,True,False,False,False,True,False,False,True,False,False,1,0,0,0,110152,1,30.0
False,True,False,False,False,True,False,False,True,False,False,1,1,0,0,17755,1,35.0
False,False,True,False,False,False,True,False,True,False,False,1,0,0,1,230433,2,50.0
True,False,False,False,False,False,False,True,False,True,False,0,2,0,0,384461,1,27.704074333764094
False,False,False,True,False,False,False,True,False,False,True,0,0,4,2,347077,7,3.0
True,False,False,False,False,True,False,False,True,False,False,0,0,1,1,110413,3,52.0
True,False,False,False,False,True,False,False,False,True,False,0,0,0,0,112059,1,40.0
False,True,False,False,False,False,False,True,False,True,False,1,2,0,0,382649,1,25.173495243527526
True,False,False,False,False,False,True,False,False,True,False,0,0,0,0,17248,1,36.0
True,False,False,False,False,False,False,True,False,False,True,0,0,4,1,3101295,6,16.0
True,False,False,False,False,False,False,True,False,True,False,0,0,1,0,347083,2,25.0
False,False,True,False,False,True,False,False,False,False,True,1,0,0,1,17582,2,58.0
False,True,False,False,False,True,False,False,False,False,True,1,0,0,0,17760,1,35.0
True,False,False,False,False,True,False,False,True,False,False,0,0,0,0,113798,1,39.66741988777569
True,False,False,False,False,False,False,True,False,False,True,0,0,0,0,5,1,25.0
False,False,True,False,False,False,True,False,True,False,False,1,0,0,1,250644,2,41.0
True,False,False,False,False,True,False,False,False,True,False,0,1,0,1,17596,2,37.0
False,True,False,False,False,False,False,True,False,True,False,1,2,0,0,370375,1,25.172725552422413
False,True,False,False,False,True,False,False,True,False,False,1,0,1,0,13502,2,63.0
False,True,False,False,False,False,False,True,False,True,False,1,0,0,0,347073,1,45.0
True,False,False,False,False,False,True,False,False,False,True,0,0,0,0,239853,1,33.62040250530977
False,False,False,True,False,False,False,True,False,False,True,0,2,4,1,382652,6,7.0
False,False,True,False,False,False,False,True,False,False,True,1,0,1,1,2673,3,35.0
True,False,False,False,False,False,False,True,False,True,False,0,2,0,0,336439,1,65.0
True,False,False,False,False,False,False,True,False,False,True,0,0,0,0,347464,1,28.0
True,False,False,False,False,False,False,True,False,True,False,0,0,0,0,345778,1,16.0
True,False,False,False,False,False,False,True,False,True,False,0,0,0,0,5,1,19.0
True,False,False,False,False,True,False,False,False,True,False,0,0,0,0,113056,1,42.79235618779572
True,False,False,False,False,False,False,True,False,True,False,0,1,0,0,349239,1,33.0
True,False,False,False,False,False,False,True,False,True,False,0,0,0,0,345774,1,30.0
True,False,False,False,False,False,False,True,False,True,False,0,0,0,0,349206,1,22.0
True,False,False,False,False,False,True,False,False,True,False,0,0,0,0,237798,1,42.0
False,True,False,False,False,False,False,True,False,True,False,1,2,0,0,370373,1,22.0
False,True,False,False,False,True,False,False,False,False,True,1,0,0,0,19877,1,26.0
False,False,True,False,False,True,False,False,True,False,False,1,1,1,0,11967,2,19.0
True,False,False,False,False,False,True,False,False,True,False,0,1,0,0,2163,1,36.0
False,True,False,False,False,False,False,True,False,True,False,1,0,0,0,349236,1,24.0
True,False,False,False,False,False,False,True,False,True,False,0,0,0,0,349233,1,24.0
True,False,False,False,False,True,False,False,False,True,False,0,1,0,0,17612,1,39.64099779598283
True,False,False,False,False,False,False,True,False,True,False,0,1,0,0,2693,1,23.5
False,True,False,False,False,True,False,False,False,False,True,1,0,1,2,113781,4,2.0
True,False,False,False,False,True,False,False,False,True,False,0,0,0,0,19988,1,41.99080502437475
False,False,True,False,False,True,False,False,False,False,True,1,1,0,1,17558,2,50.0
False,True,False,False,False,False,False,True,True,False,False,1,2,0,0,9234,1,25.193922163517847
True,False,False,False,False,False,False,True,True,False,False,0,2,2,0,367226,3,22.04095168587184
True,False,False,False,False,False,False,True,False,False,True,0,0,0,0,5,1,19.0
False,True,False,False,False,False,True,False,False,True,False,1,2,0,0,226593,1,32.74115773840239
True,False,False,False,False,False,False,True,False,True,False,0,0,0,0,5,1,27.639815292160385
False,False,False,True,False,True,False,False,False,False,True,0,0,1,2,113781,4,0.92
False,True,False,False,False,True,False,False,False,False,True,1,1,0,0,17421,1,36.976902586345474
False,False,True,False,False,True,False,False,False,False,True,1,1,1,0,17758,2,17.0
True,False,False,False,False,False,True,False,True,False,False,0,1,1,0,3381,2,30.0
False,True,False,False,False,True,False,False,True,False,False,1,1,0,0,17485,1,30.0
False,True,False,False,False,True,False,False,True,False,False,1,1,0,0,11767,1,24.0
False,True,False,False,False,True,False,False,True,False,False,1,1,2,2,17608,5,18.0
False,False,True,False,False,False,True,False,False,True,False,1,0,1,1,250651,3,26.0
True,False,False,False,False,False,False,True,False,True,False,0,0,0,0,349243,1,28.0
True,False,False,False,False,False,True,False,True,False,False,0,0,1,1,13529,3,43.0
False,True,False,False,False,False,False,True,False,True,False,1,0,0,0,347470,1,26.0
False,False,True,False,False,False,True,False,False,False,True,1,0,1,0,244367,2,24.0
False,False,False,False,True,False,True,False,False,True,False,0,0,0,0,29011,1,54.0
False,True,False,False,False,True,False,False,True,False,False,1,0,0,2,36928,3,31.0
False,False,True,False,False,True,False,False,True,False,False,1,1,1,1,16966,3,40.0
True,False,False,False,False,False,False,True,False,True,False,0,0,0,0,5,1,22.0
True,False,False,False,False,False,False,True,False,True,False,0,0,0,0,349219,1,27.0
False,True,False,False,False,False,True,False,False,True,False,1,2,0,0,234818,1,30.0
False,False,True,False,False,False,True,False,True,False,False,1,0,1,1,248738,3,22.0
True,False,False,False,False,False,False,True,False,False,True,0,0,8,2,2343,11,3.126581212961426
False,True,False,False,False,True,False,False,False,False,True,1,1,0,0,17760,1,36.0
True,False,False,False,False,False,False,True,False,True,False,0,0,0,0,345364,1,61.0
False,False,True,False,False,False,True,False,False,True,False,1,0,0,0,28551,1,36.0
False,False,True,False,False,False,False,True,False,False,True,1,0,1,1,363291,3,31.0
False,True,False,False,False,True,False,False,True,False,False,1,1,0,1,111361,2,16.0
False,True,False,False,False,False,False,True,True,False,False,1,2,2,0,367226,3,19.51048622446715
True,False,False,False,False,True,False,False,False,True,False,0,0,0,0,113043,1,45.5
True,False,False,False,False,True,False,False,True,False,False,0,0,0,1,17582,2,38.0
True,False,False,False,False,False,False,True,False,False,True,0,0,2,0,345764,3,16.0
False,False,True,False,False,True,False,False,True,False,False,1,0,1,0,17611,2,33.31391202250854
True,False,False,False,False,False,False,True,False,True,False,0,0,0,0,349225,1,27.661881012703564
True,False,False,False,False,True,False,False,True,False,False,0,0,1,0,113776,2,29.0
False,True,False,False,False,True,False,False,True,False,False,1,1,0,0,16966,1,41.0
True,False,False,False,False,False,False,True,False,True,False,0,0,0,0,7598,1,45.0
True,False,False,False,False,True,False,False,False,True,False,0,0,0,0,113784,1,45.0
False,False,False,True,False,False,True,False,False,False,True,0,0,1,1,230080,3,2.0
False,True,False,False,False,True,False,False,False,False,True,1,0,3,2,19950,6,24.0
True,False,False,False,False,False,True,False,False,True,False,0,0,0,0,248740,1,28.0
True,False,False,False,False,False,True,False,False,True,False,0,0,0,0,244361,1,25.0
True,False,False,False,False,False,True,False,False,True,False,0,0,0,0,229236,1,36.0
False,True,False,False,False,False,True,False,False,True,False,1,0,0,0,248733,1,24.0
